Location	Name	ID	Count	Slots
Back-Slot3	Gleaming Emblem of the Overseer	173369	1	6
Wrist	Exarch Bracer of Shattered Dominion	175615	1	6
Wrist-Slot1	Glittering Token of Horror	173174	1	6
Wrist-Slot2	Ungerminated Spore	173167	1	6
Wrist-Slot3	Extra Planar Potential Shard	148442	1	6
Wrist-Slot4	Empty	0	0	0
Wrist	Exarch Bracer of Resonant Fracture	175815	1	6
Wrist-Slot1	Glittering Token of Horror	173174	1	6
Wrist-Slot2	Luclinite Ensanguined Gem of Security	167573	1	6
Wrist-Slot3	Extra Planar Potential Shard	148442	1	6
Wrist-Slot4	Empty	0	0	0
Range	Short Bow of Resonant Fracture	175970	1	6
Range-Slot1	Ruby of Offense	111801	1	6
Range-Slot2	Empty	0	0	0
Range-Slot3	Arcane Gem of Artfulness	175174	1	6
Range-Slot4	Bioluminescent Cave Stone	173371	1	6
Range-Slot5	Empty	0	0	0
Hands	Exarch Gauntlets of Shattered Dominion	175616	1	6
Hands-Slot1	Arcane Gem of Artfulness	175174	1	6
Hands-Slot2	Faskan Rift	173368	1	6
Hands-Slot3	Extra Planar Potential Shard	148442	1	6
Hands-Slot4	Empty	0	0	0
Primary	Greatsword of Resonant Fracture	175964	1	6
Primary-Slot1	Black Diamond of Crippling	42073	1	6
Primary-Slot2	Reactive Sharpened Gem of Unraveling Order	153970	1	6
Primary-Slot3	Empty	0	0	0
Secondary	Empty	0	0	0
Fingers	Harbinger's Protector Ring of Cataclysm	168080	1	6
Fingers-Slot1	Empty	0	0	0
Fingers-Slot2	Defiant Claw	151793	1	6
Fingers-Slot3	Mist-Filled Vial	175369	1	6
Fingers-Slot4	Acolyte's Fortification of the Harbinger	169774	1	6
Fingers-Slot5	Devotee's Fortification of the Harbinger	169778	1	6
Fingers-Slot6	Devotee's Enhancement of Enduring Harmony	138895	1	6
Fingers	Guardian's Ring of Rebellion	173932	1	6
Fingers-Slot1	Empty	0	0	0
Fingers-Slot2	Arcane Gem of Artfulness	175174	1	6
Fingers-Slot3	Violet Edged Rose	171369	1	6
Chest	Exarch Breastplate of Resonant Fracture	175821	1	6
Chest-Slot1	Arcane Gem of Artfulness	175174	1	6
Chest-Slot2	Vigorous Gem of Perpetual Reverie	171570	1	6
Chest-Slot3	Extra Planar Potential Shard	148442	1	6
Chest-Slot4	Empty	0	0	0
Legs	Exarch Greaves of Shattered Dominion	175620	1	6
Legs-Slot1	Arcane Gem of Artfulness	175174	1	6
Legs-Slot2	Defender's Gem of Uprising	173571	1	6
Legs-Slot3	Extra Planar Potential Shard	148442	1	6
Legs-Slot4	Empty	0	0	0
Feet	Exarch Boots of the Bound	173617	1	6
Feet-Slot1	Arcane Gem of Artfulness	175174	1	6
Feet-Slot2	Medallion of Loathing	175371	1	6
Feet-Slot3	Extra Planar Potential Shard	148442	1	6
Feet-Slot4	Empty	0	0	0
Waist	Cannoneer's Control Device	173736	1	6
Waist-Slot1	Peridot of Divination	111799	1	6
Waist-Slot2	Blazing Icon of Solusek Ro	175376	1	6
Waist-Slot3	Acrobat's Gem of Uprising	173572	1	6
Power Source	Riven Arcana Protector Source	175183	1	6
Ammo	Intricate Jewelers Glass	95035	1	6
Ammo-Slot1	Empty	0	0	0
General 1	Broodslayer's Chest	151783	1	52
General 1-Slot1	Sealed Riven Arcana Slayer Source	175194	1	6
General 1-Slot2	Tower Shield of Rebellion	173941	1	6
General 1-Slot2-Slot1	Empty	0	0	0
General 1-Slot2-Slot2	Gem of Sly Wind	175378	1	6
General 1-Slot2-Slot3	Votive of The Great Shell	175179	1	6
General 1-Slot2-Slot4	Empty	0	0	0
General 1-Slot3	Jewelers Glass	95833	1	6
General 1-Slot4	Empty	0	0	0
General 1-Slot5	Aircrisp Apple	85485	17	6
General 1-Slot6	Ether-Fused Tea	85486	16	6
General 1-Slot7	Ogre Swill	13038	21	6
General 1-Slot8	Luclin Berry Cooler	166326	5	6
General 1-Slot9	Luclin Berry Cooler	166326	20	6
General 1-Slot10	Ether-Fused Tea	85486	17	6
General 1-Slot11	Intricate Aureate War Bow	173767	1	6
General 1-Slot11-Slot1	Empty	0	0	0
General 1-Slot11-Slot2	Empty	0	0	0
General 1-Slot11-Slot3	Empty	0	0	0
General 1-Slot11-Slot4	Empty	0	0	0
General 1-Slot11-Slot5	Empty	0	0	0
General 1-Slot12	Empty	0	0	0
General 1-Slot13	Unraveling Focus of Heroism	170819	1	6
General 1-Slot14	Candlemaker's Minor Wax Seal	177650	13	6
General 1-Slot15	Candlemaker's Lesser Wax Seal	177651	13	6
General 1-Slot16	Candlemaker's Median Wax Seal	177652	7	6
General 1-Slot17	Candlemaker's Greater Wax Seal	177653	3	6
General 1-Slot18	Broadsword of Resonant Fracture	175951	1	6
General 1-Slot18-Slot1	Reactive Honed Gem of the Shackled	151785	1	6
General 1-Slot18-Slot2	Empty	0	0	0
General 1-Slot19	Empty	0	0	0
General 1-Slot20	Empty	0	0	0
General 1-Slot21	Candlemaker's Lesser Wax Seal	177651	17	6
General 1-Slot22	Unraveling Focus of Heroism	170819	1	6
General 1-Slot23	Fine Sparkling Harasser's Collar of Legacies Lost	151466	1	6
General 1-Slot23-Slot1	Empty	0	0	0
General 1-Slot23-Slot2	Empty	0	0	0
General 1-Slot23-Slot3	Empty	0	0	0
General 1-Slot23-Slot4	Empty	0	0	0
General 1-Slot23-Slot5	Empty	0	0	0
General 1-Slot23-Slot6	Empty	0	0	0
General 1-Slot24	Scroll: Illusion: Guardian of Ro	177454	4	6
General 1-Slot25	Sealed Riven Arcana Wayfarer Source	175192	1	6
General 1-Slot26	Leather Roll	81162	44	6
General 1-Slot27	Sealed Riven Arcana Conjuror Source	175193	1	6
General 1-Slot28	Defender's Earring of Uprising	173514	1	6
General 1-Slot28-Slot1	Empty	0	0	0
General 1-Slot28-Slot2	Empty	0	0	0
General 1-Slot28-Slot3	Empty	0	0	0
General 1-Slot29	Restitched Mantle	175325	1	6
General 1-Slot29-Slot1	Empty	0	0	0
General 1-Slot29-Slot2	Empty	0	0	0
General 1-Slot29-Slot3	Empty	0	0	0
General 1-Slot30	Eternal Bloom Cloth Helm Ornament	172127	1	6
General 1-Slot31	Metamorph: Chromatic Songwing	113594	1	6
General 1-Slot32	Steely Stone of Buckling	171179	1	6
General 1-Slot33	Sealed Riven Arcana Protector Source	175191	20	6
General 1-Slot34	Maestro's Baton Ornament	113593	1	6
General 1-Slot35	Riven Arcana Powder	170841	31	6
General 1-Slot36	Inert Minor Engram	170290	3	6
General 1-Slot37	Inert Median Engram	170292	4	6
General 1-Slot38	Inert Greater Engram	170293	3	6
General 1-Slot39	Inert Glowing Engram	170294	5	6
General 1-Slot40	Manipulated Amice	173324	1	6
General 1-Slot40-Slot1	Empty	0	0	0
General 1-Slot40-Slot2	Empty	0	0	0
General 1-Slot40-Slot3	Empty	0	0	0
General 1-Slot41	Empty	0	0	0
General 1-Slot42	Unraveling Focus of Heroism	170819	1	6
General 1-Slot43	Empty	0	0	0
General 1-Slot44	Aureate Ritual Cloak	173726	1	6
General 1-Slot44-Slot1	Irae Faycite Shard: Brilliant Denouncement	159525	1	6
General 1-Slot44-Slot2	Tumbler's Balancing Orb	173376	1	6
General 1-Slot44-Slot3	Empty	0	0	0
General 1-Slot45	Unraveling Focus of Heroism	170819	1	6
General 1-Slot46	Riven Arcana Ore	170822	33	6
General 1-Slot47	Riven Arcana Imbued Hide	170824	229	6
General 1-Slot48	Riven Arcana Imbued Timber	170826	375	6
General 1-Slot49	Riven Arcana Imbued Silk	170825	44	6
General 1-Slot50	Riven Arcana Crystal	170823	114	6
General 1-Slot51	Empty	0	0	0
General 1-Slot52	Unraveling Focus of Fortitude	170818	1	6
General 2	Stormslayer's Backpack	153978	1	48
General 2-Slot1	Empty	0	0	0
General 2-Slot2	Fancy Firedrake Mantle	175323	1	6
General 2-Slot2-Slot1	Empty	0	0	0
General 2-Slot2-Slot2	Empty	0	0	0
General 2-Slot2-Slot3	Empty	0	0	0
General 2-Slot3	Uncanny Ambrosial Water	170835	1	6
General 2-Slot4	Cloth Bolt	81986	44	6
General 2-Slot5	Steel Ingot	81985	48	6
General 2-Slot6	Knife of Memoryforged Desolation	170009	1	6
General 2-Slot6-Slot1	Empty	0	0	0
General 2-Slot6-Slot2	Empty	0	0	0
General 2-Slot7	Empty	0	0	0
General 2-Slot8	Empty	0	0	0
General 2-Slot9	Empty	0	0	0
General 2-Slot10	Empty	0	0	0
General 2-Slot11	Empty	0	0	0
General 2-Slot12	Empty	0	0	0
General 2-Slot13	Extra Planar Potential Shard	148442	1	6
General 2-Slot14	Extra Planar Potential Shard	148442	1	6
General 2-Slot15	Extra Planar Potential Shard	148442	1	6
General 2-Slot16	Extra Planar Potential Shard	148442	1	6
General 2-Slot17	Extra Planar Potential Shard	148442	1	6
General 2-Slot18	Extra Planar Potential Shard	148442	1	6
General 2-Slot19	Extra Planar Potential Shard	148442	1	6
General 2-Slot20	Extra Planar Potential Shard	148442	1	6
General 2-Slot21	Extra Planar Potential Shard	148442	1	6
General 2-Slot22	Extra Planar Potential Shard	148442	1	6
General 2-Slot23	Extra Planar Potential Shard	148442	1	6
General 2-Slot24	Extra Planar Potential Shard	148442	1	6
General 2-Slot25	Empty	0	0	0
General 2-Slot26	Empty	0	0	0
General 2-Slot27	Empty	0	0	0
General 2-Slot28	Empty	0	0	0
General 2-Slot29	Empty	0	0	0
General 2-Slot30	Empty	0	0	0
General 2-Slot31	Empty	0	0	0
General 2-Slot32	Empty	0	0	0
General 2-Slot33	Empty	0	0	0
General 2-Slot34	Empty	0	0	0
General 2-Slot35	Empty	0	0	0
General 2-Slot36	Empty	0	0	0
General 2-Slot37	Empty	0	0	0
General 2-Slot38	Empty	0	0	0
General 2-Slot39	Empty	0	0	0
General 2-Slot40	Empty	0	0	0
General 2-Slot41	Empty	0	0	0
General 2-Slot42	Empty	0	0	0
General 2-Slot43	Empty	0	0	0
General 2-Slot44	Empty	0	0	0
General 2-Slot45	Empty	0	0	0
General 2-Slot46	Empty	0	0	0
General 2-Slot47	Empty	0	0	0
General 2-Slot48	Empty	0	0	0
General 3	Broodslayer's Backpack	151799	1	48
General 3-Slot1	Dirty Wick Rope	172064	2	6
General 3-Slot2	A Pretty Rock	172003	5	6
General 3-Slot3	Blue Flower Petal	171994	1	6
General 3-Slot4	Seething Mushroom	171996	1	6
General 3-Slot5	Shiver Vine	171999	3	6
General 3-Slot6	Carnelian Rutilated Quartz	172007	2	6
General 3-Slot7	Clear Palm Stone	172008	6	6
General 3-Slot8	Well Used Whetstone	171986	5	6
General 3-Slot9	Dented War Horn	171989	2	6
General 3-Slot10	Stormfused Fulgurite	172006	6	6
General 3-Slot11	Blood-Soaked Bandage	171987	6	6
General 3-Slot12	Torn Standard Scrap	171988	3	6
General 3-Slot13	Snapped Bowstring	171991	1	6
General 3-Slot14	A Pretty Rock	172003	2	6
General 3-Slot15	Sharpened Obsidian	172004	4	6
General 3-Slot16	Torn Quiver	171990	2	6
General 3-Slot17	Bland Ration	171985	2	6
General 3-Slot18	Armor Buckle	171992	3	6
General 3-Slot19	Shimmer Bark	171997	2	6
General 3-Slot20	Cracked Geode	172001	2	6
General 3-Slot21	River Polished Stone	172002	3	6
General 3-Slot22	Poisonous Hopethorn	172000	2	6
General 3-Slot23	Bird Skull Stone	172005	2	6
General 3-Slot24	Bundle of Candlesticks	172059	2	6
General 3-Slot25	Wax Encrusted Circuit Board	172063	1	6
General 3-Slot26	Forgotten Wrench	172057	2	6
General 3-Slot27	Tumultuous Fragment	172466	1	6
General 3-Slot28	Broken Lantern	172060	2	6
General 3-Slot29	Bird Skull Stone	172005	1	6
General 3-Slot30	Muddied Wax Clump	172054	1	6
General 3-Slot31	Dirty Wick Rope	172064	1	6
General 3-Slot32	Planebreach Bead	172511	1	6
General 3-Slot33	Skybrand Crystal	172507	1	6
General 3-Slot34	Vortexborn Husk	172498	1	6
General 3-Slot35	Bedlam Shard	172471	1	6
General 3-Slot36	Melted Glyph Bead	172475	1	6
General 3-Slot37	Soulglass Splinter	172514	3	6
General 3-Slot38	Stoneblood Droplet	172518	2	6
General 3-Slot39	Magmavine Tendril	172516	2	6
General 3-Slot40	Singed Notation	172024	1	6
General 3-Slot41	Threadstone Coil	172513	1	6
General 3-Slot42	Torn and Stained Notes	172019	7	6
General 3-Slot43	Zombified Scapula	172026	3	6
General 3-Slot44	Soiled Note Scrap	172023	5	6
General 3-Slot45	Chaotic Scribbles	172021	3	6
General 3-Slot46	Teir Dal Collarbone	172027	2	6
General 3-Slot47	Faded Parchment	172020	1	6
General 3-Slot48	Teir Haeth Vertebra	172030	6	6
General 4	Broodslayer's Rucksack	151798	1	46
General 4-Slot1	Smudged Rough Numen Plaque	76293	1	6
General 4-Slot2	Sooty Numen Plaque	76294	1	6
General 4-Slot3	Sooty Fine Numen Plaque	76295	1	6
General 4-Slot4	Smudged Runic Numen Plaque	76296	1	6
General 4-Slot5	Stained Fine Runic Numen Plaque	76297	1	6
General 4-Slot6	Planar Energy Shard	76322	16	6
General 4-Slot7	Planar Goo	76336	7	6
General 4-Slot8	Distilled Grade A Nigriventer Venom	76873	3	6
General 4-Slot9	Distilled Grade A Gormar Venom	76874	1	6
General 4-Slot10	Distilled Grade A Mamba Venom	76875	1	6
General 4-Slot11	Distilled Grade A Taipan Venom	76876	1	6
General 4-Slot12	Distilled Grade A Choresine Sample	76877	1	6
General 4-Slot13	Befouled Animal Pelt	134652	3	6
General 4-Slot14	Befouled Silk	134653	26	6
General 4-Slot15	Scorched Ore	134654	3	6
General 4-Slot16	Befouled Marrow	134655	3	6
General 4-Slot17	Befouled Spinneret Fluid	134656	3	6
General 4-Slot18	Corrupted Loam	134657	3	6
General 4-Slot19	Tainted Feather	135312	3	6
General 4-Slot20	Animal Fearbone	135313	3	6
General 4-Slot21	Fractured Shard	135314	3	6
General 4-Slot22	Empty	0	0	0
General 4-Slot23	Empty	0	0	0
General 4-Slot24	Empty	0	0	0
General 4-Slot25	Empty	0	0	0
General 4-Slot26	Empty	0	0	0
General 4-Slot27	Empty	0	0	0
General 4-Slot28	Empty	0	0	0
General 4-Slot29	Empty	0	0	0
General 4-Slot30	Empty	0	0	0
General 4-Slot31	Empty	0	0	0
General 4-Slot32	Empty	0	0	0
General 4-Slot33	Empty	0	0	0
General 4-Slot34	Empty	0	0	0
General 4-Slot35	Empty	0	0	0
General 4-Slot36	Empty	0	0	0
General 4-Slot37	Empty	0	0	0
General 4-Slot38	Empty	0	0	0
General 4-Slot39	Empty	0	0	0
General 4-Slot40	Empty	0	0	0
General 4-Slot41	Empty	0	0	0
General 4-Slot42	Empty	0	0	0
General 4-Slot43	Empty	0	0	0
General 4-Slot44	Empty	0	0	0
General 4-Slot45	Empty	0	0	0
General 4-Slot46	Empty	0	0	0
General 5	Broodslayer's Satchel	151797	1	44
General 5-Slot1	Brilliant Idol of Unbound Radiance	172358	1	6
General 5-Slot1-Slot1	Empty	0	0	0
General 5-Slot1-Slot2	Empty	0	0	0
General 5-Slot1-Slot3	Empty	0	0	0
General 5-Slot2	Vigorous Charm of Unbound Radiance	172366	1	6
General 5-Slot2-Slot1	Empty	0	0	0
General 5-Slot2-Slot2	Empty	0	0	0
General 5-Slot2-Slot3	Empty	0	0	0
General 5-Slot2-Slot4	Empty	0	0	0
General 5-Slot3	Dirty Scrap of Hide	172018	2	6
General 5-Slot4	Encoded Journal Entry	172022	1	6
General 5-Slot5	Husk's Finger Bone	172028	2	6
General 5-Slot6	Thrashed Letter	172017	2	6
General 5-Slot7	Partially Digested Seed	171977	1	6
General 5-Slot8	Teir Haeth Ribcage	172025	1	6
General 5-Slot9	Rift-Touched Scale Dust	172493	1	6
General 5-Slot10	Cracked Geode	172001	1	6
General 5-Slot11	Fragment of Animosity	172009	10	6
General 5-Slot12	Fragment of Envy	172012	14	6
General 5-Slot13	Fragment of Wrath	172016	13	6
General 5-Slot14	Fragment of Jealousy	172013	9	6
General 5-Slot15	Fragment of Malice	172014	9	6
General 5-Slot16	Fragment of Enmity	172011	8	6
General 5-Slot17	Fragment of Contempt	172010	9	6
General 5-Slot18	Fragment of Rancor	172015	5	6
General 5-Slot19	Charred Spellbone Sliver	172492	1	6
General 5-Slot20	Empty	0	0	0
General 5-Slot21	Empty	0	0	0
General 5-Slot22	Empty	0	0	0
General 5-Slot23	Empty	0	0	0
General 5-Slot24	Empty	0	0	0
General 5-Slot25	Empty	0	0	0
General 5-Slot26	Empty	0	0	0
General 5-Slot27	Empty	0	0	0
General 5-Slot28	Empty	0	0	0
General 5-Slot29	Empty	0	0	0
General 5-Slot30	Empty	0	0	0
General 5-Slot31	Empty	0	0	0
General 5-Slot32	Empty	0	0	0
General 5-Slot33	Empty	0	0	0
General 5-Slot34	Empty	0	0	0
General 5-Slot35	Empty	0	0	0
General 5-Slot36	Empty	0	0	0
General 5-Slot37	Empty	0	0	0
General 5-Slot38	Empty	0	0	0
General 5-Slot39	Empty	0	0	0
General 5-Slot40	Empty	0	0	0
General 5-Slot41	Empty	0	0	0
General 5-Slot42	Empty	0	0	0
General 5-Slot43	Empty	0	0	0
General 5-Slot44	Elite Agent Echo	77648	23	6
General 6	Mythslayer's Backpack	151240	1	46
General 6-Slot1	Empty	0	0	0
General 6-Slot2	Empty	0	0	0
General 6-Slot3	Empty	0	0	0
General 6-Slot4	Empty	0	0	0
General 6-Slot5	Empty	0	0	0
General 6-Slot6	Empty	0	0	0
General 6-Slot7	Empty	0	0	0
General 6-Slot8	Empty	0	0	0
General 6-Slot9	Empty	0	0	0
General 6-Slot10	Empty	0	0	0
General 6-Slot11	Empty	0	0	0
General 6-Slot12	Empty	0	0	0
General 6-Slot13	Empty	0	0	0
General 6-Slot14	Empty	0	0	0
General 6-Slot15	Empty	0	0	0
General 6-Slot16	Empty	0	0	0
General 6-Slot17	Empty	0	0	0
General 6-Slot18	Empty	0	0	0
General 6-Slot19	Empty	0	0	0
General 6-Slot20	Empty	0	0	0
General 6-Slot21	Empty	0	0	0
General 6-Slot22	Empty	0	0	0
General 6-Slot23	Empty	0	0	0
General 6-Slot24	Empty	0	0	0
General 6-Slot25	Empty	0	0	0
General 6-Slot26	Empty	0	0	0
General 6-Slot27	Empty	0	0	0
General 6-Slot28	Empty	0	0	0
General 6-Slot29	Empty	0	0	0
General 6-Slot30	Empty	0	0	0
General 6-Slot31	Empty	0	0	0
General 6-Slot32	Empty	0	0	0
General 6-Slot33	Empty	0	0	0
General 6-Slot34	Empty	0	0	0
General 6-Slot35	Empty	0	0	0
General 6-Slot36	Empty	0	0	0
General 6-Slot37	Empty	0	0	0
General 6-Slot38	Empty	0	0	0
General 6-Slot39	Empty	0	0	0
General 6-Slot40	Empty	0	0	0
General 6-Slot41	Empty	0	0	0
General 6-Slot42	Empty	0	0	0
General 6-Slot43	Empty	0	0	0
General 6-Slot44	Empty	0	0	0
General 6-Slot45	Empty	0	0	0
General 6-Slot46	Empty	0	0	0
General 7	Stormslayer's Chest	153962	1	52
General 7-Slot1	Van's Gem of Tranquility	173172	1	6
General 7-Slot2	Heroic Focus of Uprising	170459	1	6
General 7-Slot3	Fortitude Focus of Uprising	170458	3	6
General 7-Slot4	Otherworldly Focus of Fortitude	159884	1	6
General 7-Slot5	Infused Sandstone Siphon	116895	1	6
General 7-Slot6	Crystallized Velium Ore	163651	2	6
General 7-Slot7	Acolyte's Focus of Legacies Lost	151485	3	6
General 7-Slot8	Acolyte's Focus of the Selenelion	169191	1	6
General 7-Slot9	Acolyte's Focus of the Harbinger	169769	5	6
General 7-Slot10	Gallant Focus of Fortitude	151983	1	6
General 7-Slot11	Gallant Focus of Fortitude	151983	1	6
General 7-Slot12	Gallant Focus of Heroism	151984	1	6
General 7-Slot13	Gallant Focus of Heroism	151984	1	6
General 7-Slot14	Gallant Focus of Heroism	151984	1	6
General 7-Slot15	Glyph of Stored Experience	127544	2	6
General 7-Slot16	Devotee's Focus of the Harbinger	169770	3	6
General 7-Slot17	Trillion Cut Voidstone Crystal	170325	1	6
General 7-Slot18	Pear Cut Voidstone Crystal	170323	1	6
General 7-Slot19	Overseer Collection Item Dispenser Fragment	133773	16	6
General 7-Slot20	Overseer Collection Item Dispenser	105880	32	6
General 7-Slot21	Arx Mentis Plate Feet Ornament	103183	1	6
General 7-Slot22	Dire Fulgurating Amethyst	169375	1	6
General 7-Slot23	Hardy Leather Belt of Many Pouches	173335	1	6
General 7-Slot23-Slot1	Empty	0	0	0
General 7-Slot23-Slot2	Empty	0	0	0
General 7-Slot23-Slot3	Empty	0	0	0
General 7-Slot24	Replica of the Qeynos Claymore	127552	1	6
General 7-Slot25	Class IX Augmentation Distiller	47009	5	6
General 7-Slot26	Hammer of Memoryforged Desolation	170007	1	6
General 7-Slot26-Slot1	Empty	0	0	0
General 7-Slot26-Slot2	Empty	0	0	0
General 7-Slot27	Time Phased Quintessence	56018	1	6
General 7-Slot28	Hopebringer	23498	1	6
General 7-Slot28-Slot1	Empty	0	0	0
General 7-Slot28-Slot2	Empty	0	0	0
General 7-Slot29	Globe of Discordant Energy	47100	1	6
General 7-Slot30	Jayruk's Vest	51476	1	6
General 7-Slot31	Velium Composite Scale	159199	1	6
General 7-Slot32	Humongous Corrupted Pincer	169369	1	6
General 7-Slot33	Luclinite Ensanguined Gem of Adroitness	167571	1	6
General 7-Slot34	The Captain's Strength	171368	1	6
General 7-Slot35	Quiet Perception	175370	1	6
General 7-Slot36	Jovial Jharin Jingle	169167	1	6
General 7-Slot37	Glittering Token of Horror	173174	1	6
General 7-Slot38	Empty	0	0	0
General 7-Slot39	Empty	0	0	0
General 7-Slot40	Empty	0	0	0
General 7-Slot41	Empty	0	0	0
General 7-Slot42	Empty	0	0	0
General 7-Slot43	Empty	0	0	0
General 7-Slot44	Empty	0	0	0
General 7-Slot45	Empty	0	0	0
General 7-Slot46	Empty	0	0	0
General 7-Slot47	Empty	0	0	0
General 7-Slot48	Empty	0	0	0
General 7-Slot49	Empty	0	0	0
General 7-Slot50	Empty	0	0	0
General 7-Slot51	Empty	0	0	0
General 7-Slot52	Empty	0	0	0
General 8	Stormslayer's Rucksack	153977	1	46
General 8-Slot1	Comrade's Copper Clasp	173116	1	6
General 8-Slot1-Slot1	Empty	0	0	0
General 8-Slot1-Slot2	Empty	0	0	0
General 8-Slot1-Slot3	Empty	0	0	0
General 8-Slot2	Exarch Bracer of the Enthralled	173015	1	6
General 8-Slot2-Slot1	Empty	0	0	0
General 8-Slot2-Slot2	Empty	0	0	0
General 8-Slot2-Slot3	Extra Planar Potential Shard	148442	1	6
General 8-Slot2-Slot4	Empty	0	0	0
General 8-Slot3	Exarch Breastplate of Rebellion	173821	1	6
General 8-Slot3-Slot1	Empty	0	0	0
General 8-Slot3-Slot2	Empty	0	0	0
General 8-Slot3-Slot3	Extra Planar Potential Shard	148442	1	6
General 8-Slot3-Slot4	Empty	0	0	0
General 8-Slot4	Exarch Helm of the Bound	173618	1	6
General 8-Slot4-Slot1	Empty	0	0	0
General 8-Slot4-Slot2	Empty	0	0	0
General 8-Slot4-Slot3	Extra Planar Potential Shard	148442	1	6
General 8-Slot4-Slot4	Empty	0	0	0
General 8-Slot5	Exarch Vambraces of the Bound	173619	1	6
General 8-Slot5-Slot1	Empty	0	0	0
General 8-Slot5-Slot2	Empty	0	0	0
General 8-Slot5-Slot3	Extra Planar Potential Shard	148442	1	6
General 8-Slot5-Slot4	Empty	0	0	0
General 8-Slot6	Amulet of Necropotence	11646	1	6
General 8-Slot6-Slot1	Empty	0	0	0
General 8-Slot7	Immovable Green Gem	173378	1	6
General 8-Slot8	Spirit Drinker's Coating	86647	1	6
General 8-Slot9	Valia's Unyielding Bravery	86648	1	6
General 8-Slot10	Class XIII Augmentation Distiller	47013	76	6
General 8-Slot11	Class XXI Augmentation Distiller	47021	8	6
General 8-Slot12	Spittle Pocked Yttrium Coin	169370	1	6
General 8-Slot13	Journeyman's Compass	127551	1	6
General 8-Slot14	Heroic Backpack of the Adventurer	135987	1	40
General 8-Slot14-Slot1	Empty	0	0	0
General 8-Slot14-Slot2	Empty	0	0	0
General 8-Slot14-Slot3	Empty	0	0	0
General 8-Slot14-Slot4	Empty	0	0	0
General 8-Slot14-Slot5	Empty	0	0	0
General 8-Slot14-Slot6	Empty	0	0	0
General 8-Slot14-Slot7	Empty	0	0	0
General 8-Slot14-Slot8	Empty	0	0	0
General 8-Slot14-Slot9	Empty	0	0	0
General 8-Slot14-Slot10	Empty	0	0	0
General 8-Slot14-Slot11	Empty	0	0	0
General 8-Slot14-Slot12	Empty	0	0	0
General 8-Slot14-Slot13	Empty	0	0	0
General 8-Slot14-Slot14	Empty	0	0	0
General 8-Slot14-Slot15	Empty	0	0	0
General 8-Slot14-Slot16	Empty	0	0	0
General 8-Slot14-Slot17	Empty	0	0	0
General 8-Slot14-Slot18	Empty	0	0	0
General 8-Slot14-Slot19	Empty	0	0	0
General 8-Slot14-Slot20	Empty	0	0	0
General 8-Slot14-Slot21	Empty	0	0	0
General 8-Slot14-Slot22	Empty	0	0	0
General 8-Slot14-Slot23	Empty	0	0	0
General 8-Slot14-Slot24	Empty	0	0	0
General 8-Slot14-Slot25	Empty	0	0	0
General 8-Slot14-Slot26	Empty	0	0	0
General 8-Slot14-Slot27	Empty	0	0	0
General 8-Slot14-Slot28	Empty	0	0	0
General 8-Slot14-Slot29	Empty	0	0	0
General 8-Slot14-Slot30	Empty	0	0	0
General 8-Slot14-Slot31	Empty	0	0	0
General 8-Slot14-Slot32	Empty	0	0	0
General 8-Slot14-Slot33	Empty	0	0	0
General 8-Slot14-Slot34	Empty	0	0	0
General 8-Slot14-Slot35	Empty	0	0	0
